source,source_record_id,species,scientific_name,observed_at,latitude,longitude,country,locality,life_stage,basis_of_record,coordinate_uncertainty_m,dataset_name,license,source_url,retrieved_at
gbif,5890117133,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-05T16:37,-18.36839,178.197029,Fiji,,,HUMAN_OBSERVATION,30666.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/5890117133,2026-09-23T07:34:02.915214+00:00
gbif,5890325207,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-05T16:36,-18.285689,178.078403,Fiji,,,HUMAN_OBSERVATION,30666.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/5890325207,2026-09-23T07:34:02.915214+00:00
gbif,5890363260,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-05T16:40,-18.355303,178.095874,Fiji,,Adult,HUMAN_OBSERVATION,30666.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/5890363260,2026-09-23T07:34:02.915214+00:00
gbif,5890376575,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-05T16:38,-18.214941,178.050941,Fiji,,Adult,HUMAN_OBSERVATION,30666.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/5890376575,2026-09-23T07:34:02.915214+00:00
gbif,5890449835,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-05T16:41,-18.39138,178.12611,Fiji,,Adult,HUMAN_OBSERVATION,30666.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/5890449835,2026-09-23T07:34:02.915214+00:00
gbif,5897097870,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-05T16:46,-18.349582,178.12635,Fiji,,,HUMAN_OBSERVATION,30666.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/5897097870,2026-09-23T07:34:02.915214+00:00
gbif,5897210033,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-05T16:46,-18.362969,178.002219,Fiji,,,HUMAN_OBSERVATION,30666.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/5897210033,2026-09-23T07:34:02.915214+00:00
gbif,5897213383,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-05T16:52,-18.247032,178.086847,Fiji,,Adult,HUMAN_OBSERVATION,30666.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/5897213383,2026-09-23T07:34:02.915214+00:00
gbif,5897312286,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-05T16:45,-18.378689,178.163231,Fiji,,Adult,HUMAN_OBSERVATION,30666.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/5897312286,2026-09-23T07:34:02.915214+00:00
gbif,5897680031,Galeocerdo cuvier,"Galeocerdo cuvier (Péron & Lesueur, 1822)",2025-03-05T16:50,-18.243495,178.160586,Fiji,,,HUMAN_OBSERVATION,30666.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/occurrence/5897680031,2026-09-23T07:34:02.915214+00:00
