source,source_record_id,species,scientific_name,observed_at,latitude,longitude,country,locality,life_stage,basis_of_record,coordinate_uncertainty_m,dataset_name,license,source_url,retrieved_at
gbif,6195616590,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-30T10:47:01,35.313045,-120.937342,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195616590,2026-09-23T07:33:58.049373+00:00
gbif,6195730049,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-02T13:02:02,35.361255,-120.890737,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195730049,2026-09-23T07:33:58.049373+00:00
gbif,6195785137,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-30T10:47:01,35.211977,-120.883426,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195785137,2026-09-23T07:33:58.049373+00:00
gbif,6195904443,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-30T10:43:08,35.23425,-120.979589,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195904443,2026-09-23T07:33:58.049373+00:00
gbif,6195974504,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-03T14:26:48,35.284745,-120.932745,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195974504,2026-09-23T07:33:58.049373+00:00
gbif,6441095820,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-03-27T20:47:37,32.776358,-79.805193,United States of America,,,HUMAN_OBSERVATION,257.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6441095820,2026-09-23T07:33:58.049373+00:00
gbif,6195377058,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-09T11:52:11,35.219878,-120.836292,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195377058,2026-09-23T07:33:58.049373+00:00
gbif,6195389917,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-09T13:32:02,35.350545,-120.874313,United States of America,,Juvenile,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195389917,2026-09-23T07:33:58.049373+00:00
gbif,6195847630,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-01T14:55:23,35.368251,-120.975322,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6195847630,2026-09-23T07:33:58.049373+00:00
gbif,6234565099,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-15T10:26:21,35.302767,-120.887744,United States of America,,Juvenile,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6234565099,2026-09-23T07:33:58.049373+00:00
gbif,6234665644,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-22T12:21:15,35.212374,-120.950374,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6234665644,2026-09-23T07:33:58.049373+00:00
gbif,6235042043,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-24T09:08:04,35.26772,-120.927574,United States of America,,Juvenile,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6235042043,2026-09-23T07:33:58.049373+00:00
gbif,6235457341,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-04-24T09:02:20,35.238426,-120.954997,United States of America,,Juvenile,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6235457341,2026-09-23T07:33:58.049373+00:00
